	Group	A1_FB_ShallowInflow	A3_1mMystic	A4_3mMystic	A5_5mMystic	A6_7mMystic	A7_9mMystic	A8_11mMystic	B1_13mMystic	B2_15mMystic	B3_17mMystic	B4_19mMystic	B5_20mMystic	B6_21mMystic	B7_22mMystic	B9_PosControlEColiMystic	H2_PosControlEBAlly	H3_PosControlEMAlly	Kingdom	Phylum	Class	Order	Family	Genus
seq649	Bin 71	0.0	0.0	0.0	0.0	0.0	0.0	0.048557028852746285	0.19289778585337564	0.16144438892441756	0.12583502370775526	0.18937241252571049	0.07510153795891425	0.059083377764880096	0.14770844441220024	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
seq757	Bin 71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53640791664097665	0.0	0.0	0.20254023059374807	0.26105185276527532	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
seq809	Bin 71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40772647490776232	0.28436973886878969	0.0	0.30790378622344811	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 50	Bin 50	0.0	0.0	0.0	0.032013718086759901	0.25754319475766546	0.23965825067727209	0.13613723115395338	0.15174341500168986	0.069859894934265532	0.039881496260624642	0.026065549922603615	0.017000388225382853	0.014237123802610227	0.015859737177172425	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq111	Bin 50	0.17405116935370657	0.0	0.0	0.0	0.19960630136198887	0.20013576104729919	0.23126799054354572	0.11484198160552783	0.08009679608793184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq254	Bin 50	0.0	0.0	0.29694651812047645	0.0	0.18146731662918006	0.36389732459326291	0.15768884065708061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq401	Bin 50	0.0	0.0	0.0	0.0	0.40320855614973261	0.34652406417112303	0.25026737967914442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
seq414	Bin 50	0.0	0.0	0.0	0.0	0.29071560764959903	0.58297347316471315	0.12631091918568788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq47	Bin 50	0.065371499680199494	0.1225185694395438	0.0	0.14588697612029075	0.21657912195635756	0.15033710934411926	0.10133834778011001	0.12939974936697021	0.02005558748150494	0.026797678592308728	0.021715360238595004	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
seq518	Bin 50	0.0	0.0	0.0	0.0	0.080562632753613181	0.24232898021909111	0.42003689904642461	0.20857996699223139	0.048491520988639784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
seq87	Bin 50	0.16884126224556931	0.13561735627840335	0.15088164746125396	0.0538280472023933	0.22129308294317246	0.12943003922803589	0.032049343046942222	0.063659653997350976	0.044399567596878554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
Bin 72	Bin 72	0.05309988269708369	0.0	0.0	0.035268567728304188	0.0	0.0	0.037494591726934839	0.26269766088079849	0.26936904056455807	0.14645422192261917	0.057431293068144908	0.056186476863712205	0.047053856449395956	0.034944408098448475	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq645	Bin 72	0.0	0.0	0.0	0.0	0.0	0.0	0.085672237651565328	0.3403417660130677	0.41540121600161845	0.15858478033374859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Cesiribacter
seq792	Bin 72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37503614721136064	0.1961773477053057	0.0	0.14160847627463446	0.0	0.28717802880869925	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq848	Bin 72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084272860040152692	0.11755258820887542	0.31414053359648408	0.19092161740131144	0.16405116754483057	0.12906123320834573	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq912	Bin 72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24412371034777011	0.10873027666553166	0.17621803459586166	0.11356273340622196	0.17868262249230726	0.17868262249230726	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Bin 42	Bin 42	0.079670084289513443	0.025196016056224225	0.040456581809426705	0.13229077075902509	0.08513997067356957	0.25465973371112338	0.25315287138147174	0.089578800802907713	0.028868309894378347	0.010986860622359717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq111	Bin 42	0.17405116935370657	0.0	0.0	0.0	0.19960630136198887	0.20013576104729919	0.23126799054354572	0.11484198160552783	0.08009679608793184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq17	Bin 42	0.31544834993011173	0.070945193097122397	0.078930366346149167	0.0	0.096470447756404523	0.14508950630737763	0.25148847759945459	0.041627658963380033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq172	Bin 42	0.0	0.022309010190466258	0.02481998103441484	0.1826281036924173	0.16305348651775303	0.11405999241942628	0.10214705987784176	0.085084934984415245	0.079884373671673559	0.085391296452444254	0.039540797372067775	0.050963694390665136	0.050117269396414581	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq197	Bin 42	0.0	0.088830401481395607	0.0	0.0	0.18118581889459262	0.36333283576740588	0.26240704805423759	0.10424389580236836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Cryptomonadaceae
seq21	Bin 42	0.21834086560597271	0.035075325269664323	0.0	0.0	0.0	0.23910765502131912	0.29011728809253384	0.16464581907404074	0.014354074194751165	0.038358972741718005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae			
seq24	Bin 42	0.11149698458058198	0.19376890174899161	0.26630271523791893	0.045240615716094335	0.077495499143309735	0.12432169199436002	0.080809099796334022	0.040127806405713812	0.037316304046077817	0.0	0.010101137474541753	0.013019243856076036	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus
seq254	Bin 42	0.0	0.0	0.29694651812047645	0.0	0.18146731662918006	0.36389732459326291	0.15768884065708061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq293	Bin 42	0.0	0.0	0.26187829952764657	0.0	0.0	0.32092247846624067	0.41719922200611287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq314	Bin 42	0.0	0.0	0.0	0.10214051096832609	0.2449480772295968	0.03508540098248867	0.15203673759078423	0.21139354610225478	0.042124828568147227	0.084428911725946132	0.022805510638617636	0.05878753853510324	0.046248937658735063	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq326	Bin 42	0.0	0.0	0.0	0.28065434206079448	0.19230019733795176	0.38562055487398283	0.083551120222696285	0.0	0.057873785504574657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes				
seq333	Bin 42	0.0	0.0	0.0	0.060790914982270322	0.33322427471762989	0.29234463889351747	0.14478020211869436	0.14378855689870332	0.025071412389184734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq366	Bin 42	0.0	0.0	0.0	0.30808199223172145	0.0	0.21165314585680595	0.18343272640923183	0.0	0.12705929297454754	0.16977284252769329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq382	Bin 42	0.0	0.0	0.0	0.17081385581650915	0.23407824685966069	0.23469914406618497	0.10170296242868015	0.0	0.070447115695025278	0.18825867513393987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq412	Bin 42	0.0	0.0	0.0	0.0	0.21095888520865544	0.42303691569693241	0.27497399520300608	0.09103020389140612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq421	Bin 42	0.0	0.0	0.0	0.0	0.27336935606830404	0.21927557897892611	0.38007767023013861	0.094368599629058386	0.032908795093572911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria			
seq424	Bin 42	0.0	0.0	0.0	0.0	0.18775981542627271	0.062752617357321919	0.27192800854839499	0.16203929276513945	0.03767155532437956	0.05033561009300077	0.12236760384677774	0.10514549663871273	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq47	Bin 42	0.065371499680199494	0.1225185694395438	0.0	0.14588697612029075	0.21657912195635756	0.15033710934411926	0.10133834778011001	0.12939974936697021	0.02005558748150494	0.026797678592308728	0.021715360238595004	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
seq482	Bin 42	0.0	0.0	0.0	0.0	0.15443501956180655	0.30968932304701791	0.40259611996112332	0.13327953743005225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq492	Bin 42	0.0	0.0	0.0	0.0	0.17818319311844219	0.35731165516589469	0.46450515171566314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Isosphaera
seq518	Bin 42	0.0	0.0	0.0	0.0	0.080562632753613181	0.24232898021909111	0.42003689904642461	0.20857996699223139	0.048491520988639784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
seq627	Bin 42	0.0	0.0	0.0	0.0	0.0	0.31608573284260666	0.5478819369271849	0.13603233023020855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq7	Bin 42	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
seq80	Bin 42	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
seq85	Bin 42	0.14198132150795537	0.07982996481672977	0.0	0.15842703442393477	0.05427592846005172	0.16325968932015558	0.094327820496089884	0.093681739533787903	0.0	0.0	0.070745865372067424	0.0	0.14347063606922764	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria			
seq87	Bin 42	0.16884126224556931	0.13561735627840335	0.15088164746125396	0.0538280472023933	0.22129308294317246	0.12943003922803589	0.032049343046942222	0.063659653997350976	0.044399567596878554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
seq90	Bin 42	0.035636451140106301	0.080147349256737124	0.17833652605178735	0.0	0.16347514888080505	0.21854502662049272	0.26043282338942048	0.047027097623245293	0.016399577037405605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 17	Bin 17	0.0	0.0	0.0	0.043986320458141361	0.0	0.32928648231858604	0.28057546422412066	0.14892353471694847	0.095986343024041257	0.036531011905914026	0.0	0.023358252932944041	0.01956157320704472	0.02179101721225938	0.0	0.0	0.0	Bacteria	Verrucomicrobia				
seq21	Bin 17	0.21834086560597271	0.035075325269664323	0.0	0.0	0.0	0.23910765502131912	0.29011728809253384	0.16464581907404074	0.014354074194751165	0.038358972741718005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae			
seq482	Bin 17	0.0	0.0	0.0	0.0	0.15443501956180655	0.30968932304701791	0.40259611996112332	0.13327953743005225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq554	Bin 17	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	
seq591	Bin 17	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae			
seq619	Bin 17	0.0	0.0	0.0	0.0	0.0	0.63380281690140849	0.36619718309859156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq627	Bin 17	0.0	0.0	0.0	0.0	0.0	0.31608573284260666	0.5478819369271849	0.13603233023020855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq634	Bin 17	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
seq639	Bin 17	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Subdivision3			
Bin 77	Bin 77	0.055083814543328023	0.0	0.0	0.036586281273676129	0.0	0.078253990502029511	0.15558189827622435	0.1734171347306282	0.15967615875717758	0.075963041627547925	0.059577056213025496	0.077714307808912086	0.065082526754163178	0.054375015459130809	0.0026039885919069638	0.0034367385162968698	0.0026480469459529256	Bacteria	Proteobacteria	Betaproteobacteria			
seq186	Bin 77	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq465	Bin 77	0.0	0.0	0.0	0.0	0.091214144968950001	0.030485364101028381	0.0	0.15743811323407808	0.10980556305179331	0.097812615030533623	0.11889291999401069	0.15323976354783603	0.08037050535725665	0.1607410107145133	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq541	Bin 77	0.0	0.0	0.0	0.0	0.0	0.046690800177725963	0.16186144061611668	0.080376400305948351	0.11211739915288338	0.074903964540436976	0.12139608046208751	0.15646605926224613	0.0	0.24618785548255509	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq649	Bin 77	0.0	0.0	0.0	0.0	0.0	0.0	0.048557028852746285	0.19289778585337564	0.16144438892441756	0.12583502370775526	0.18937241252571049	0.07510153795891425	0.059083377764880096	0.14770844441220024	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
seq669	Bin 77	0.0	0.0	0.0	0.0	0.0	0.0	0.010326185784324784	0.015383187726648222	0.14305384764908538	0.210258719055294	0.14714814742662818	0.15971167346422332	0.20417685528096732	0.10994138361282857	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq7	Bin 77	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
seq80	Bin 77	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
Bin 65	Bin 65	0.012099804093412056	0.015306465955623736	0.01228859536295466	0.024109813722308991	0.10344429529412574	0.085947021139712643	0.11961384243822726	0.16325615070759486	0.1402989430102515	0.096779788981359013	0.065433985882802373	0.064015712297165281	0.053610518136652442	0.043795062977809468	0.0	0.0	0.0	Bacteria	Actinobacteria				
seq172	Bin 65	0.0	0.022309010190466258	0.02481998103441484	0.1826281036924173	0.16305348651775303	0.11405999241942628	0.10214705987784176	0.085084934984415245	0.079884373671673559	0.085391296452444254	0.039540797372067775	0.050963694390665136	0.050117269396414581	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq314	Bin 65	0.0	0.0	0.0	0.10214051096832609	0.2449480772295968	0.03508540098248867	0.15203673759078423	0.21139354610225478	0.042124828568147227	0.084428911725946132	0.022805510638617636	0.05878753853510324	0.046248937658735063	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq333	Bin 65	0.0	0.0	0.0	0.060790914982270322	0.33322427471762989	0.29234463889351747	0.14478020211869436	0.14378855689870332	0.025071412389184734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq382	Bin 65	0.0	0.0	0.0	0.17081385581650915	0.23407824685966069	0.23469914406618497	0.10170296242868015	0.0	0.070447115695025278	0.18825867513393987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq91	Bin 65	0.15719192182573949	0.23568594245208152	0.13110668227312761	0.0	0.060090562708516815	0.040166636081024498	0.10443325381066371	0.017286326258614426	0.036169160356400248	0.0	0.07832494035799778	0.033650715116769418	0.0	0.1058938587590646	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
Bin 44	Bin 44	0.0	0.0	0.015291487846208106	0.66003054683122697	0.032180593825602115	0.042779757664986949	0.02126331150212369	0.013543340366302403	0.043645744662253877	0.041527345653223087	0.032569483176968922	0.031863543640128209	0.03557920439464262	0.029725640436332849	0.0	0.0	0.0	Bacteria					
seq276	Bin 44	0.0	0.0	0.20416922133660331	0.54629061925199263	0.24954015941140403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq285	Bin 44	0.0	0.0	0.35922330097087374	0.64077669902912615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Bacillariophyta
seq304	Bin 44	0.0	0.0	0.0	0.86940865033780901	0.020541583692528054	0.0	0.0	0.070910672472836569	0.012364201649324212	0.0	0.026774891847502084	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	
seq305	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq306	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria			
seq307	Bin 44	0.0	0.0	0.0	0.80274759073200741	0.13750768915316791	0.0	0.059744720114824686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq308	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
seq309	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq310	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq311	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Family II	Family II	GpIIa
seq312	Bin 44	0.0	0.0	0.0	0.96333002973240833	0.036669970267591674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq313	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq315	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq316	Bin 44	0.0	0.0	0.0	0.47632134328268128	0.0	0.32723402628704096	0.0	0.0	0.19644463043027779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Bacillariophyta
seq317	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	
seq318	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq319	Bin 44	0.0	0.0	0.0	0.60964690310273684	0.20886051310001166	0.0	0.18149258379725153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	
seq322	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	
seq323	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq324	Bin 44	0.0	0.0	0.0	0.81366906474820144	0.0	0.18633093525179856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq325	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq327	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq328	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq329	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
seq331	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq332	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq334	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
seq335	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq336	Bin 44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
